Song_id,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Track URI,Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,No of times Songs Played
97,Perks,spotify:artist:4TQDdsxx917DkolIWtzd03,Bibi Gold,spotify:album:4dzbJiP4MCuxyWVjZ26ENa,Perks,spotify:artist:4TQDdsxx917DkolIWtzd03,spotify:track:1IgtER08QneolqVhsbXiim,Bibi Gold,11/16/2022,https://i.scdn.co/image/ab67616d0000b273365bc0bd876ae29b3bd06016,1,1,168750,https://p.scdn.co/mp3-preview/ee3336fa856a66c2f17f4fdf4312a8b8758d173d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,7776
98,(Your Love Keeps Lifting Me) Higher & Higher,spotify:artist:4VnomLtKTm9Ahe1tZfmZju,Jackie Wilson,spotify:album:4OgYmImCWz3VK7At9GTWHN,Higher And Higher,spotify:artist:4VnomLtKTm9Ahe1tZfmZju,spotify:track:5qyq1H5OPMlfuvZQ1wQNo7,Jackie Wilson,1967,https://i.scdn.co/image/ab67616d0000b273e7ba7ec8dbf10a6db596cfe7,1,1,179120,https://p.scdn.co/mp3-preview/810e1a98f0c67622b1d0faf6c0ff071551f15650?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,9963
99,Real,spotify:artist:422RLznpwUa5FsQgnTlgUH,Great Good Fine Ok,spotify:album:61G2gwYbwWmbfGfFSTkd7x,Real,spotify:artist:422RLznpwUa5FsQgnTlgUH,spotify:track:6A5S8qvGRYrXuyUCyjJqTQ,Great Good Fine Ok,4/23/2021,https://i.scdn.co/image/ab67616d0000b273628318012325a83c267376be,1,1,229979,https://p.scdn.co/mp3-preview/259a81858573bfd163b39d6a5f8d64d2ccc0db2c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,5883
100,Me and Julio Down by the Schoolyard,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,spotify:album:7npBPiCHjPj8PVIGPuHXep,Paul Simon,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,spotify:track:6vxHp3CDNo0afgKGp2yi1E,Paul Simon,1/14/1972,https://i.scdn.co/image/ab67616d0000b27337a40ab12a4fb96319a9d96f,1,6,164813,https://p.scdn.co/mp3-preview/203f5c507f9ac2eb323b479e4443fa62713db522?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,3489
101,Wait That's My Shirt,spotify:artist:69bSGbv6T6aKwSUNSpxDjB,The Thick,spotify:album:2ViO1AqA5TujVopwVPHzas,Ms. Sundown,spotify:artist:69bSGbv6T6aKwSUNSpxDjB,spotify:track:40VS4GMiD7SBmcyRPby6k6,The Thick,6/2/2018,https://i.scdn.co/image/ab67616d0000b273827151c348dcad45c3d083db,1,1,182070,https://p.scdn.co/mp3-preview/c0fafb0c4cb9d111374b513352484ec3a4aa482b?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,7,5916
102,I See a Dip,spotify:artist:1YBwb0KWOekL4CKUtsztW4,Polyplastic,spotify:album:6FCFY6q2bvgvjqDjWZuNth,Medium Complications,spotify:artist:1YBwb0KWOekL4CKUtsztW4,spotify:track:2ZsKktmkAYAhqJ2LcdW7Q3,Polyplastic,4/1/2022,https://i.scdn.co/image/ab67616d0000b273d5132a36e47aa7bae59cb0b0,1,5,215693,https://p.scdn.co/mp3-preview/0c4b96720886f7e57c946280e59c5753125e20c8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,8775
103,Should She Stay,spotify:artist:4QsRvbjlVtoNY1zvEnyu05,Mother Culture,spotify:album:6RLrpavpvZCF00NEbX9trF,Should She Stay,spotify:artist:4QsRvbjlVtoNY1zvEnyu05,spotify:track:4kEZcNkwcTjUlSSIIClnQV,Mother Culture,11/16/2022,https://i.scdn.co/image/ab67616d0000b273bdf471bf762f16aeae1ac28b,1,1,235308,https://p.scdn.co/mp3-preview/6681904306b3e3bf6612a9d47fa383eddcb443b5?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,21,5335
104,Rhythm Of The Night,spotify:artist:6is2U7I1jlI8PjxNZOHIMV,DeBarge,spotify:album:13xiHt25Hn4WZ6OLzhK1n8,Rhythm Of The Night,spotify:artist:6is2U7I1jlI8PjxNZOHIMV,spotify:track:5yGTQzYbEdY6B9RFZJypgt,DeBarge,1985,https://i.scdn.co/image/ab67616d0000b2737a5a52177044460e8e5060ae,1,9,229106,,FALSE,64,4721
105,Hey!,spotify:artist:2vYtdvQwAT3n7Gq3crN4EA,PEPTALK,spotify:album:0TKTNV8WrjVzdwKmFiKQGj,Hey!,spotify:artist:2vYtdvQwAT3n7Gq3crN4EA,spotify:track:4DLvgo9meVl1hkkAPw10dF,PEPTALK,11/23/2022,https://i.scdn.co/image/ab67616d0000b273c14138360453982986369133,1,1,149491,https://p.scdn.co/mp3-preview/760d31d2f79153aba5722cabdf928dff30323c2e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,8546
106,Mister Burns,spotify:artist:1q8H46YhdCtAO8tXHIWe2d,KYTES,spotify:album:64XYX9rT7ouZe7vVsRV6hi,Mister Burns,spotify:artist:1q8H46YhdCtAO8tXHIWe2d,spotify:track:3KOk4G26hi8f8kOJF3iZTa,KYTES,11/18/2022,https://i.scdn.co/image/ab67616d0000b273a53c556ac23960cb1e1c1a55,1,1,155000,https://p.scdn.co/mp3-preview/e0adcb5ffd031fd81b52efd0ab21bc21cbc0de87?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,2302
107,Brown Eyed Girl,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Van Morrison,spotify:album:7dsWupQRlFuhG8FGiQAUjC,Blowin' Your Mind!,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,spotify:track:3yrSvpt2l1xhsV9Em88Pul,Van Morrison,1967-09,https://i.scdn.co/image/ab67616d0000b2733f29a976eea00141514ab936,1,1,183306,https://p.scdn.co/mp3-preview/0d41c6170b692509da64b9f5bfc36389b55540bd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,6809
108,End of the Lost Summer,spotify:artist:2MlP8ZN4cRAtowcIUz3rDn,Gabe Lopez,spotify:album:4MnbjN3p46nkTYWqB7S7IP,End of the Lost Summer,spotify:artist:2MlP8ZN4cRAtowcIUz3rDn,spotify:track:60LmZcCRjO4Cw0QknNtq9V,Gabe Lopez,9/11/2020,https://i.scdn.co/image/ab67616d0000b273b383266a7ce8da0d734c2947,1,1,221000,https://p.scdn.co/mp3-preview/88350f7cfcea8d0538b749a909857f6d22cebd98?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,16,2090
109,Sing Hallelujah!,spotify:artist:6BkcAbUkfIBM4XudxieMq8,Dr. Alban,spotify:album:1uFAUMUiDxxL59YZFlsou0,The Very Best Of 1990 - 1997,spotify:artist:6BkcAbUkfIBM4XudxieMq8,spotify:track:6RQtvdmW0fnWv1VOKpgYcq,Dr. Alban,6/15/1997,https://i.scdn.co/image/ab67616d0000b27311eab87b981734560b97ebc6,1,6,241066,,FALSE,5,1074
110,Starting Now,spotify:artist:3ASCFTkBFRrX6KDFju42Xd,Peyton Shay,spotify:album:45rQADUwnKVma3Gdf2vrvF,Badder Than The Bad Boys,spotify:artist:3ASCFTkBFRrX6KDFju42Xd,spotify:track:3d82hccoFc8dzCc3wTRXbH,Peyton Shay,11/18/2022,https://i.scdn.co/image/ab67616d0000b27324b5cae157d31634b674cdaa,1,1,198120,https://p.scdn.co/mp3-preview/30a6804bbaa3d62e91878ef81b1b2a1efb1ab28a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,17,6588
111,September,spotify:artist:4QQgXkCYTt3BlENzhyNETg,"Earth\, Wind & Fire",spotify:album:2FW0uQ4WL25umm5p2VrZO7,"The Best Of Earth, Wind & Fire Vol. 1",spotify:artist:4QQgXkCYTt3BlENzhyNETg,spotify:track:2grjqo0Frpf2okIBiifQKs,"Earth\, Wind & Fire",11/23/1978,https://i.scdn.co/image/ab67616d0000b2734dd033f4cf3a0a58059cde69,1,7,215093,https://p.scdn.co/mp3-preview/0537091c76250e4c5909f088134788a5c4101985?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,82,3991
112,La La La,"spotify:artist:4ZXKj2dRsUpU66IrMIxU50, spotify:artist:4OZ0VK1N3PDtGhY2d6sqhI, spotify:artist:5UpoX7o43QsRBiV1ckJ7uc","Superdream, Clem Beatz, Miae",spotify:album:6uUR6EExpaPIUG3sWNAFl3,La La La,"spotify:artist:4ZXKj2dRsUpU66IrMIxU50, spotify:artist:4OZ0VK1N3PDtGhY2d6sqhI, spotify:artist:5UpoX7o43QsRBiV1ckJ7uc",spotify:track:5ohNxuxqUoE6rhRRSWOP3m,"Superdream, Clem Beatz, Miae",11/18/2022,https://i.scdn.co/image/ab67616d0000b273208765ef86c6a2b41fce4cc8,1,1,179453,https://p.scdn.co/mp3-preview/75499989303a23e60ccb1700a9139f161ca3ef1e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,7110
113,Gettin' Jiggy Wit It,spotify:artist:41qil2VaGbD194gaEcmmyx,Will Smith,spotify:album:2esWeP8Ln1sXA0jbDmi3Zq,Big Willie Style,spotify:artist:41qil2VaGbD194gaEcmmyx,spotify:track:0weAUscowxeqDtpCgtbpgp,Will Smith,10/3/1997,https://i.scdn.co/image/ab67616d0000b273ddf2f9edabd166c60047e3c4,1,3,227933,https://p.scdn.co/mp3-preview/5f466ae0f507c25fc588268d6a59e82949d4e058?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,4884
114,Magic Man,"spotify:artist:6vSMEdD0kY3g9AaqUGeMMv, spotify:artist:5GImm0oU5MkW7OHkb91jwu, spotify:artist:5fO3cjaQXn3DpDsxlJbmQJ","Balduin, Wolfgang Lohr, J Fitz",spotify:album:1ChLMfuAUS9ieJlUDix04t,Magic Man,"spotify:artist:6vSMEdD0kY3g9AaqUGeMMv, spotify:artist:5GImm0oU5MkW7OHkb91jwu",spotify:track:0hPLh77jQo9DFNVP2YPKUD,"Balduin, Wolfgang Lohr",11/18/2022,https://i.scdn.co/image/ab67616d0000b273b73c52d2fc5d0014f3d51754,1,1,202000,https://p.scdn.co/mp3-preview/037bf5600d3b4858da4488766660de000253577f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,8089
115,Love Generation - Radio Edit,"spotify:artist:5YFS41yoX0YuFY39fq21oN, spotify:artist:2cSQyZg5t274Y3Nv0uuwjd","Bob Sinclar, Gary Pine",spotify:album:18K5xK91s36fWgIcfzkcEt,Love Generation (Radio Edit),spotify:artist:5YFS41yoX0YuFY39fq21oN,spotify:track:7M13FwBAKWNa2jqcZeUhL6,Bob Sinclar,6/20/2005,https://i.scdn.co/image/ab67616d0000b27382feaca18c25474ce8de175f,1,1,204798,https://p.scdn.co/mp3-preview/c9ecc4a5f52fb567842c824bd76749c6d85b05f6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,5498
116,Lovin' Yourself,spotify:artist:46GRBiYQ9DdGyzun2Lx1il,Petting Zoo,spotify:album:5RryvdHBmuxQUUPgXCXp0G,Lovin' Yourself,spotify:artist:46GRBiYQ9DdGyzun2Lx1il,spotify:track:5gg8wzKWGfckiFOdXMWIbj,Petting Zoo,11/18/2022,https://i.scdn.co/image/ab67616d0000b2739dbd9b9c830ab5af3f1439ed,1,1,152000,https://p.scdn.co/mp3-preview/a94c5302920060ccbd12e8c11895e2a5f3bf1615?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,12,5801
117,All We Got,spotify:artist:23wnI8G4fiIgh3Ph0X2Vxf,LOVETA,spotify:album:06mn9Cd9ptYNxwUh7I7r12,All We Got,spotify:artist:23wnI8G4fiIgh3Ph0X2Vxf,spotify:track:1Nn9zZVQY8H1Kkh2zMBTOM,LOVETA,11/18/2022,https://i.scdn.co/image/ab67616d0000b273e29766972d6f4f605ed49e57,1,1,234333,https://p.scdn.co/mp3-preview/e0cc37d2c6459d29178ce926e6bd8ffc138016c3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,7347
118,Blame It on the Boogie,spotify:artist:2yrbLiuBmc9j81lTX3XUuI,The Jacksons,spotify:album:46yTC334aJI4QTv4lkzj3a,Destiny,spotify:artist:2yrbLiuBmc9j81lTX3XUuI,spotify:track:3qI94hINNNeb4S7xQi18lS,The Jacksons,12/17/1978,https://i.scdn.co/image/ab67616d0000b27386e5468d84ed66f06d9a799e,1,1,214200,https://p.scdn.co/mp3-preview/e0f664400f80b207f2d87fe458f9f2124b529a78?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,7929
119,All I've Got to Say,spotify:artist:4gOjoRAP5hUzrPwBs41hBy,Jake Hays,spotify:album:2NMJvEdM8FQr7NE9UXmEd8,All I've Got to Say,spotify:artist:4gOjoRAP5hUzrPwBs41hBy,spotify:track:698zjYJUc2dxhTMlVcMQLc,Jake Hays,10/28/2022,https://i.scdn.co/image/ab67616d0000b27397f13989c1d8d0e637b8197c,1,1,236565,https://p.scdn.co/mp3-preview/dbb488a02c94d83dc399612cd1ce3006a5e83c02?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,27,2391
120,Plage,spotify:artist:75EZuo5MHV2572NRpMWotC,Crystal Fighters,spotify:album:23XRO9y7lYZepyAiD4RUSq,Star of Love,spotify:artist:75EZuo5MHV2572NRpMWotC,spotify:track:6y4sVRatVOlBRref1xUqTO,Crystal Fighters,10/24/2010,https://i.scdn.co/image/ab67616d0000b2738d92084fb3f15d5f8965eb51,1,5,230480,https://p.scdn.co/mp3-preview/1fe818ed5eb652c82118d05f032094278966e035?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,4364
121,Counting Sheep,spotify:artist:28fC9QdxJdW0SHet0oKbHk,Harry Cleverdon,spotify:album:7wVYT8fNOEqOFJ8yIOkwnL,Counting Sheep,spotify:artist:28fC9QdxJdW0SHet0oKbHk,spotify:track:4fUcAtTuEq5ZhO9Sh5WFMD,Harry Cleverdon,10/31/2022,https://i.scdn.co/image/ab67616d0000b273100347b8a5e5f41de7de90d6,1,1,179500,https://p.scdn.co/mp3-preview/08f9607510812425338ecd7981398c5ce578f025?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,18,674
122,White Sky,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:album:0H8cHlbp6eieUUOLmv4FzJ,Contra,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,spotify:track:1QdVwO5xqAI88pNn2qfNjU,Vampire Weekend,1/12/2010,https://i.scdn.co/image/ab67616d0000b273d677f7d8a27bc830caacbeeb,1,2,178666,https://p.scdn.co/mp3-preview/92ef8a08b1975096c999e17bbaee2064b4d25b00?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,9296
123,I Wish I Understood,spotify:artist:4Ctl4vMI3xOgy3rNrEWZjJ,ghost.,spotify:album:1EC0fVORJGODYeTMvsYCw2,I Wish I Understood,spotify:artist:4Ctl4vMI3xOgy3rNrEWZjJ,spotify:track:6Vc3vrXxzdjQbkPtunlBbu,ghost.,11/14/2022,https://i.scdn.co/image/ab67616d0000b27312dc6b32ed4dd586ce85e154,1,1,183652,https://p.scdn.co/mp3-preview/f70a82863c1cf1017ace37dd576ab9ffa0b59a33?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,9,6780
124,Blow That Smoke (feat. Tove Lo),"spotify:artist:738wLrAtLtCtFOLvQBXOXp, spotify:artist:4NHQUGzhtTLFvgF5SZesLK","Major Lazer, Tove Lo",spotify:album:1WRDhl4B4HBxgfAJGHUYho,Blow That Smoke (feat. Tove Lo),"spotify:artist:738wLrAtLtCtFOLvQBXOXp, spotify:artist:4NHQUGzhtTLFvgF5SZesLK",spotify:track:2L1CvihtseniGV9XsDnNZj,"Major Lazer, Tove Lo",10/17/2018,https://i.scdn.co/image/ab67616d0000b273f29350dbf6751cee1c8a5660,1,1,223000,https://p.scdn.co/mp3-preview/8375c7e09574c8957c99d4a0e2575d94a30e4790?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,43,841
125,Too Good To End,spotify:artist:32ikcN3vYKoOPBK3pJi69D,Qwiet Type,spotify:album:25RoiqhC3TUEaPE9p7Bzhq,Too Good To End,spotify:artist:32ikcN3vYKoOPBK3pJi69D,spotify:track:4gCgRFWyWnvPiwJQ5FhFnu,Qwiet Type,11/14/2022,https://i.scdn.co/image/ab67616d0000b27339a3abaf2d64b19cfaf3a485,1,1,159529,https://p.scdn.co/mp3-preview/367d8259929ce0baf35cf9e0e15fa525a4c92ea7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,1284
126,Walk Of Life,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,spotify:album:15J400U0rEpgE64UQgtvLs,Brothers In Arms,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,spotify:track:3Ud6fFep5ZlXzRWw6Sm8no,Dire Straits,5/13/1985,https://i.scdn.co/image/ab67616d0000b273995239a0e35a898037ec4b29,1,3,249960,,FALSE,3,3198
127,Somebody,spotify:artist:0SwcwKadddF2A0gHCeyJMQ,Van Siian,spotify:album:6quW5EkSp9dHLMGn6SQ8Gy,Somebody,spotify:artist:0SwcwKadddF2A0gHCeyJMQ,spotify:track:7uUsLBYo6zGFrohpzgjJpp,Van Siian,11/11/2022,https://i.scdn.co/image/ab67616d0000b273176c8c1a475174b42578667c,1,1,198418,https://p.scdn.co/mp3-preview/fa1143317cdf1a3e059ea0bc2b46e2577695e8ee?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,6,3040
128,You & I,spotify:artist:75EZuo5MHV2572NRpMWotC,Crystal Fighters,spotify:album:51nseEupot7iyDPpeH3jWW,Cave Rave,spotify:artist:75EZuo5MHV2572NRpMWotC,spotify:track:1GygPCIcsfPWPECL78EjRG,Crystal Fighters,5/27/2013,https://i.scdn.co/image/ab67616d0000b273c777a82149b4b053230482a1,1,3,210159,https://p.scdn.co/mp3-preview/0d89865e2a86fa680283bfa2f2e939dfe02498a4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,2121
129,The Other Way,"spotify:artist:4YepO0c4kXzTyaRgzvhhTb, spotify:artist:15UFqglebRIw0Pxb6cxxai","Bastiqe, Encure",spotify:album:5cvleL27NYmwQnWc3Zeymz,The Other Way,"spotify:artist:4YepO0c4kXzTyaRgzvhhTb, spotify:artist:15UFqglebRIw0Pxb6cxxai",spotify:track:6AAYNPXVE6SCFMJsrbf7db,"Bastiqe, Encure",6/4/2021,https://i.scdn.co/image/ab67616d0000b2739176993efd9442e989d1553c,1,1,154909,https://p.scdn.co/mp3-preview/6fa23b78e16cdc0b373af4a20f5a1520e395843b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,9973
130,You Can Call Me Al,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,spotify:album:6WgGWYw6XXQyLTsWt7tXky,Graceland (25th Anniversary Deluxe Edition),spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,spotify:track:0qxYx4F3vm1AOnfux6dDxP,Paul Simon,8/12/1986,https://i.scdn.co/image/ab67616d0000b27309880a7b8636c5a0615dc0c8,1,6,280000,https://p.scdn.co/mp3-preview/ce34aa6bca16f5891987c6fcf318d824902dd2de?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,806
131,What Doesn’t Kill You Mutates and Tries Again,spotify:artist:3jN7f9X0EmFnsbRS6nl6as,iamnotshane,spotify:album:3vrrjsR4sOTlg6StJET8xq,What Doesn’t Kill You Mutates and Tries Again,spotify:artist:3jN7f9X0EmFnsbRS6nl6as,spotify:track:2AAelyYn8MafDdW5merUfD,iamnotshane,8/31/2022,https://i.scdn.co/image/ab67616d0000b27372dc161b8ae729218e302772,1,1,176440,,FALSE,51,7018
132,Summer Feeling,"spotify:artist:4YXycRbyyAE0wozTk7QMEq, spotify:artist:5KsRA81UaMVKvLNiwDySfp","Matoma, Jonah Kagen",spotify:album:7ljoppdRu0kbD3KLrbuXzY,Summer Feeling,"spotify:artist:4YXycRbyyAE0wozTk7QMEq, spotify:artist:5KsRA81UaMVKvLNiwDySfp",spotify:track:793OuR8rJ0zpVp708ONAxO,"Matoma, Jonah Kagen",8/20/2021,https://i.scdn.co/image/ab67616d0000b2731896afe22fb9544e936b765f,1,1,180600,https://p.scdn.co/mp3-preview/dd461f9ccfcf02005b899dacdbbbe6c6ddcf9517?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,7543
133,W'adom,"spotify:artist:53gaJDqrRhYbMOAJNvQqzn, spotify:artist:2zsThoavhdt8NBt6OQLfw2","JVS, BRYAN THE MENSAH",spotify:album:73zvhPmWquC1t2w7HQBQyV,W'adom,spotify:artist:53gaJDqrRhYbMOAJNvQqzn,spotify:track:6ok18mc34eJN7gwPknQRsN,JVS,1/3/2021,https://i.scdn.co/image/ab67616d0000b27329f9c5d042e9a31f29b1ca9b,1,1,215000,https://p.scdn.co/mp3-preview/a85b2fc13ace4f876ca692581044e1ea6ca613df?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,4255
134,Cabin Fever,spotify:artist:7Bnez3ysypY1N5rXSwiaVf,I am Korny,spotify:album:7978TIiCFwTFjY9fGeNndb,Cabin Fever,spotify:artist:7Bnez3ysypY1N5rXSwiaVf,spotify:track:4Za34APbpAsCtdJ6vierno,I am Korny,11/4/2022,https://i.scdn.co/image/ab67616d0000b2730b59f1c3453761e9b0cc2b00,1,1,187853,https://p.scdn.co/mp3-preview/e8049915cb5e6a7d38b45cf803b649ff702a5f52?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,7671
135,A-Punk,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:album:5fedTyx7AnXeyxLL0giq6x,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,spotify:track:2DrGEaqoruCSn0FffWCf5O,Vampire Weekend,1/27/2008,https://i.scdn.co/image/ab67616d0000b2737749a08ddab9edbe427e9876,1,3,137760,https://p.scdn.co/mp3-preview/6b69e4d676ccfc399c4c2a50bfe5fffc634d6d07?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,8505
136,Devil in Disguise,spotify:artist:1pYPWJEmCbWjcqnxw3qcyo,EMM,spotify:album:1veeTMcnoKV1sEhYNAxAi8,RUBY,spotify:artist:1pYPWJEmCbWjcqnxw3qcyo,spotify:track:7ljmkpqS95PMgCL5Uf6BEO,EMM,2/7/2020,https://i.scdn.co/image/ab67616d0000b27381c2535a01d85db433eca286,1,6,205195,https://p.scdn.co/mp3-preview/1be2667478b355bd0db9d00acb64a20c4d093280?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,6389
137,Millionaire,"spotify:artist:0IF46mUS8NXjgHabxk2MCM, spotify:artist:74V3dE1a51skRkdII8y2C6","Kelis, André 3000",spotify:album:7zesXMFikT4DdgkklIk3Jz,Tasty,spotify:artist:0IF46mUS8NXjgHabxk2MCM,spotify:track:5FJlVqsN2jQBu8uRpy3GqG,Kelis,12/5/2003,https://i.scdn.co/image/ab67616d0000b273e928de086eef7d3491b4390b,1,8,224933,https://p.scdn.co/mp3-preview/309d740983d43b00891bed3c6dc9e4ff4fc2c6bd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,8540
138,CREW,spotify:artist:0FyDbCVcgGKT9gihAG0jlO,Ju Kaia,spotify:album:63H0fzvX6OB6Hf7b6cU7GK,CREW,spotify:artist:0FyDbCVcgGKT9gihAG0jlO,spotify:track:58hV3Aci4oQLhLqzBFuuTb,Ju Kaia,11/4/2022,https://i.scdn.co/image/ab67616d0000b27367f9ecc74bb529eb63009693,1,1,170535,https://p.scdn.co/mp3-preview/04a93ce5e1b7d122bda32cf7aa4ea2c2d96fd502?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,28,1103
139,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"spotify:artist:4tZwfgrHOc3mvqYlEYSvVi, spotify:artist:2RdwBSPQiwcmiDo9kixcl8, spotify:artist:3yDIp0kaq9EFKe07X1X2rz","Daft Punk, Pharrell Williams, Nile Rodgers",spotify:album:2ePFIvZKMe8zefATp9ofFA,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:track:2Foc5Q5nqNiosCNqttzHof,Daft Punk,4/19/2013,https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f,1,1,248413,https://p.scdn.co/mp3-preview/a13551566573594eb4d12c396775b3fb0fca6e66?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,802
140,Pata Pata - Stereo Version,spotify:artist:18RkLKfeoUgZflWv9os25W,,,Pata Pata,spotify:artist:18RkLKfeoUgZflWv9os25W,,Miriam Makeba,2017,https://i.scdn.co/image/ab67616d0000b273294194e035eac8bb1eb3ea67,1,12,180174,,,,2504
141,End All My Days,spotify:artist:7i0WcBGuYaqikSXFprqjwx,justyourfriend,spotify:album:1QZSbWdtjzvKXVCYIZAjfM,End All My Days,spotify:artist:7i0WcBGuYaqikSXFprqjwx,spotify:track:15j50lDAKQDm6VzypW8lFI,justyourfriend,10/25/2022,https://i.scdn.co/image/ab67616d0000b273ee69de72fa3706040750f9c9,1,1,191111,https://p.scdn.co/mp3-preview/68ccaf35e00d0cf1d61df1ded67a7ed4805fe642?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,4587
142,Let's Get Loud,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,spotify:album:43CV8Hxctvm8BUCesUaxMk,On The 6,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,spotify:track:6kQz6t5z1FK4uohPh8Kd73,Jennifer Lopez,4/20/1999,https://i.scdn.co/image/ab67616d0000b2739f8872d948b2f5ec7b7c830b,1,5,238226,https://p.scdn.co/mp3-preview/c4a9f63b8fe77791c51bcd1728c1127566979c25?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,852
143,Disco in Paris,spotify:artist:1T9t3nGi3dOXzjLeodRxKv,Saint Rene,spotify:album:1JH0qXGAH7dMWjk8QFr6Ei,Disco In Paris,spotify:artist:1T9t3nGi3dOXzjLeodRxKv,spotify:track:4FE3jyq7deSSUQOrd7sNCC,Saint Rene,10/14/2022,https://i.scdn.co/image/ab67616d0000b273071b553e7a3539b413e1b213,1,1,144904,https://p.scdn.co/mp3-preview/ef4e90942a03d77336889412d8c122f0becc7e52?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,3262
144,Muchacha,"spotify:artist:2cy1zPcrFcXAJTP0APWewL, spotify:artist:4obzFoKoKRHIphyHzJ35G3","Gente De Zona, Becky G",spotify:album:1ToC2cIeaKdchZVfx6P3Mj,Muchacha,"spotify:artist:2cy1zPcrFcXAJTP0APWewL, spotify:artist:4obzFoKoKRHIphyHzJ35G3",spotify:track:2vI4SxtYqAQD5h1nSrqfKM,"Gente De Zona, Becky G",4/23/2020,https://i.scdn.co/image/ab67616d0000b27305ec1c1c48d65547b5ba9948,1,1,200689,https://p.scdn.co/mp3-preview/a6401425f71846328876b9f5690d7418f94bebc1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57,9504
